"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Rekomendasi ukuran 768px x 960px.Catatan Ukuran foto mempengaruhi kinerja dari aplikasi Anda."
"Refunded","Refunded"
"Regular and confirmation passwords must be equal","Reguler dan konfirmasi kata sandi harus sama"
"Related Product Background Color","Terkait warna latar belakang produk"
"Reset theme to default","Reset tema ke standar"
"Resubmission Key","Kunci pengajuan ulang"
"Resubmit App","Proses ulang App"
"Review","Tinjauan"
"Rich Push allows you to create and send engaging experiences by adding HTML and other rich media components to your push notifications. Moving beyond alerts and badge updates, Rich Push takes users into the app while displaying content in a customizable WebKit view. Create branded messages that engage your users with new content and information, all without having to update your app. Learn more about Rich Push - <a href=""%1$s"" target=""_blank"">%1$s</a>","Rich Push allows you to create and send engaging experiences by adding HTML and other rich media components to your push notifications. Moving beyond alerts and badge updates, Rich Push takes users into the app while displaying content in a customizable WebKit view. Create branded messages that engage your users with new content and information, all without having to update your app. Learn more about Rich Push - <a href=""%1$s"" target=""_blank"">%1$s</a>"
"SORT BY:","URUTKAN OLEH:"
"Save","Simpan"
"Save As","Save As"
"Save Theme","Simpan tema"
"Save and Continue Edit","Simpan dan lanjutkan sunting"
"Save and Submit App","Simpan dan proses App"
"Save in address book","Simpan dalam buku alamat"
"Screens:","Layar:"
"Scroll Background Color","Scroll warna latar belakang"
"Search","Cari"
"Secondary Color","Warna kedua"
"Secondary Font Color","Warna hurup kedua"
"Select All","Pilih semua"
"Selected product is unavailable.","Pilihan roduk tidak tersedia"
"Sender Information","Informasi pengirim"
"Settings","Pengaturan"
"Shipped","Shipped"
"Shipping address has been set.","Alamat pengiriman telah diatur"
"Shipping method has been set.","Metode pengiriman telah diatur"
"Shipping to this address is not possible.","Shipping to this address is not possible."
"Shop","Toko"
"Shopping cart is empty.","Cart belanja kosong"
"Sky Blue","Langit biru"
"Social Networking","Jejaring sosial"
"Some emails were not sent.","Beberapa email tidak terkirim"
"Sorry, no payment options are available for this order at this time.","Maaf,tidak ada pilihan pembayaran yang tersedia untuk pesanan ini saat ini."
"Specific Countries","Specific Countries"
"Specified address does not exist.","Alamat tertentu tidak ada"
"Specified invalid app code.","Kode aplikasi tertentu tidak valid."
"Specified invalid data.","Data tertentu tidak valid."
"Specified item does not exist in wishlist.","Item tertentu tidak ada dalam wishlist."
"Standard Checkout","Standar Checkout"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Tanggal mulai"
"Start Date - Month","Tanggal mulai - bulan"
"Start Date - Year","Tanggal mulai -tahun"
"State/Province","Negara/Provinsi"
"Status","Status"
"Store View","Tampilan toko"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","logo toko yang ditampilkan dihalaman hak cipta dari aplikasi. Pilihan ukuran: 100px x 100px."
"Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px.","logo toko yang ditampilkan dihalaman hak cipta dari aplikasi. Pilihan ukuran: 200px x200px."
"Street Address","Alamat Jalan"
"Street Address 2","Alamat jalan 2"
"Submission","Pengajuan"
"Submission Fields","Field pengajuan"
"Submission History","Riwayat pengajuan"
"Submit App","Proses App"
"Submit App ""%s""","Submit App ""%s"""
"Submit App failure. %s","Proses App gagal. %s"
"Submit App failure. Invalid activation key provided","Proses App gagal. Activition Key yang disediakan tidak valid"
"Submitted","Diproses"
"Subtotal (Excl. Tax)","Subtotal (Tidak termasuk pajak)"
"Subtotal (Incl. Tax)","Subtotal (Termasuk pajak)"
"Summary of Your Review","Ringkasan dari tinjauan anda"
"T-Shirts","T-Shirts"
"Tabs","Tab"
"Tax","Tax"
"Telephone","Telepon"
"Tell a Friend","Berbagi teman"
"Tell a Friend is disabled.","Berbagi teman tidak aktif"
"Tell a Friend link has been sent.","Tautan berbagi teman telah dikirim"
"Template","Template"
"Template Content","Isi template"
"Template Name","Nama template"
"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","Penciptaan template diperbolehkan hanya untuk aplikasi yang memiliki  jenis perangkat iPhone,tapi ini jenis aplikasi belum ditemukan."
"Template does not exist.","template tidak ada"
"Template for new AirMail Message does not exist.","template untuk pesan AirMail baru tidak ada."
"Template has been deleted.","Template telah dihapus"
"Thank you for registering!","Terimakasih telah mendaftar!"
"Thank you for your purchase! ","Terimakasih atas pembelian Anda!"
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>"
"The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB.","Ikon yang muncul di Android Market. Rekomendasi Ukuran: 512px x 512px. Ukuran maksimum: 1024 KB."
"Theme configurations are successfully reset.","Konfigurasi tema telah berhasil direset."
"Theme has been created.","Theme has been created."
"Theme has been delete.","Theme has been delete."
"Theme label can\'t be empty","Theme label can\'t be empty"
"Theme label:","Theme label:"
"Theme name is not set.","Nama tema tidak diatur."
"There were some problems with the data.","Ada beberapa masalah dengan data."
"This email address was not found in our records.","Alamat email ini tidak ditemukan dicatatan kami."
"Title","Judul"
"Title bar","Judul Bar"
"To activate PayPal MEP payment method activate Express checkout first. ","Untuk mengaktifkan metode pembayaran PayPal MEP mengaktifkan Ekspres checkout pertama. "
"Total incl. Tax: %1$s","Total termasuk pajak: %1$s"
"Twitter API","Twitter API"
"Twitter API Key","Twitter API Key"
"Twitter Secret Key","Secret Key Twitter"" "
"Unable to cancel queue.","Tidak dapat membatalkan antrian."
"Unable to collect cart totals.","Tidak dapat mengumpulkan total keranjang."
"Unable to delete queue.","Tidak dapat menghapus antrian."
"Unable to find an app to delete.","Tidak dapat menemukan apliksi untuk dihapus."
"Unable to find template to delete.","Tidak dapat menemukan Template untuk dihapus."
"Unable to get shipping methods list.","Tidak bisa mendapatkan daftar metode pengiriman."
"Unable to initialize MEP Checkout.","tidak dapat mengenali MEP Checkout."
"Unable to load application form.","Tidak dapat memuat form aplikasi."
"Unable to load product info.","Tidak dapat memuat info produk."
"Unable to place the order.","Tidak dapat menempatkan pesanan."
"Unable to post the review.","Tidak dapat memposting tinjauan."
"Unable to process preview.","Tidak dapat memproses tinjauan."
"Unable to render an order.","Tidak dapat merender sebuah order."
"Unable to save app.","Tidak dapat menyimpan aplikasi."
"Unable to save message.","Tidak dapat menyimpan pesan."
"Unable to save shipping address.","Tidak dapat menyimpan alamat pengiriman."
"Unable to save shipping method.","Tidak dapat menyimpan metode pengiriman."
"Unable to save template.","Tidak dapat menyimpan Template."
"Unable to start MEP Checkout.","Tidak dapat memulai MEP Checkout."
"Undefined","Tidak ditentukan"
"Unknown Error","Error tidak dikenal"
"Unknown Error.","Error tidak dikenal"
"Unsupported character in path: ""%s""","Karakter tidak didukung dalam path: ""%s"""
"Unsupported value type received","Tipe nilai tidak mendukung diterima"
"Update Preview","Perbaruan tinjauan"
"Upon receiving these credentials, please fill in the corresponding fields.","Setelah menerima identitasnya ini, silahkan isi kolom yang sesuai."
"Urban Airship Push Notification","Notifikasi Push Airship kota"
"Use as my default billing address","Gunakan sebagai alamat tagihan standar saya"
"Use as my default shipping address","Gunakan sebagai alamat pengiriman standar saya"
"View Details","Lihat detil"
"View Gallery","Lihat galeri"
"Website is offline.","Situs offline"
"Wishlist has been cleared.","wishlist telah dihapus"
"Wishlist has been updated.","wishlist telah diperbarui"
"Wishlist has been updated. But there are accrued some errors while updating some items.","wishlist telah diperbarui. Tapi ada beberapa kesalahan sementara diperoleh memperbarui beberapa item."
"Wrong Ipad background image orientation has been specified: ""%s"".","Orientasi gambar latar belakang ipad yang salah telah ditetapkan""%s""."
"Wrong device type.","Jenis perangkat salah."
"Wrong email format","Format email salah."
"Wrong theme format.","Format tema salah."
"You are already logged in.","Anda telah masuk."
"You can watch statistics here.","Anda dapat melihat statistik disini."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Anda akan menerima email konfirmasi pesanan dengan rincian pesanan Anda dan tautan untuk melacak kemajuannya."
"Your order # is: %s. ","Pesanan Anda  # adalah: %s."
"Your review has been accepted for moderation.","Tinjauan Anda telah diterima untuk moderasi."
"Zip/Postal Code","Zip/kode pos"
"and","dan"
"each","masing masing"
"iPad","iPad"
"iPhone","iPhone"
"save","simpan"
